chrom	start	end	gene	category	width_kb	fixed_alu	ALU_count	LINE1_count	SVA_count
chr5	140805037	140809037	PCDHA4	HighConfNDD	4.0	0	1	0	0
chr5	140819604	140823604	PCDHA5	HighConfNDD	4.0	0	1	0	0
chr5	140825958	140829958	PCDHA6	HighConfNDD	4.0	0	0	0	0
chr5	140832248	140836248	PCDHA7	HighConfNDD	4.0	0	0	0	0
chr5	140839187	140843187	PCDHA8	HighConfNDD	4.0	1	0	0	0
chr5	140845772	140849772	PCDHA9	HighConfNDD	4.0	1	1	0	0
chr5	140853883	140857883	PCDHA10	HighConfNDD	4.0	1	0	0	0
chr5	140866183	140870183	PCDHA11	HighConfNDD	4.0	0	0	0	0
chr5	140873302	140877302	PCDHA12	HighConfNDD	4.0	1	1	0	0
chr5	140880124	140884124	PCDHA13	HighConfNDD	4.0	0	0	0	0
chr5	140924299	140928299	PCDHAC1	HighConfNDD	4.0	3	0	0	0
chr5	140964470	140968470	PCDHAC2	HighConfNDD	4.0	0	1	0	0
chr5	146201605	146205605	RBM27	HighConfNDD	4.0	4	0	0	0
chr5	147508068	147512068	DPYSL3	HighConfNDD	4.0	1	1	0	0
chr5	148824611	148828611	ADRB2	HighConfNDD	4.0	1	0	0	0
chr5	150288093	150292093	CAMK2A	HighConfNDD	4.0	1	0	0	0
chr5	153487615	153491615	GRIA1	HighConfNDD	4.0	0	0	0	0
chr5	154188730	154192730	GALNT10	HighConfNDD	4.0	1	0	0	0
chr5	157264079	157268079	CYFIP2	HighConfNDD	4.0	1	0	0	0
chr5	161547044	161551044	GABRB2	HighConfNDD	4.0	0	1	0	0
chr5	161845063	161849063	GABRA1	HighConfNDD	4.0	0	0	0	0
chr5	161998057	162002057	GABRG2	HighConfNDD	4.0	2	0	0	0
chr5	163435569	163439569	CCNG1	HighConfNDD	4.0	2	1	0	0
chr5	163458404	163462404	NUDCD2	HighConfNDD	4.0	3	0	0	0
chr5	170859870	170863870	RANBP17	HighConfNDD	4.0	1	1	0	0
chr5	173886349	173890349	CPEB4	HighConfNDD	4.0	0	0	0	0
chr5	175442182	175446182	DRD1	HighConfNDD	4.0	1	0	0	0
chr5	176645387	176649387	TSPAN17	HighConfNDD	4.0	0	0	0	0
chr5	177020633	177024633	UIMC1	HighConfNDD	4.0	4	0	0	0
chr5	177129830	177133830	NSD1	HighConfNDD	4.0	0	0	0	0
chr6	11042305	11046305	ELOVL2	HighConfNDD	4.0	2	0	0	0
chr6	15244069	15248069	JARID2	HighConfNDD	4.0	0	0	0	0
chr6	18120677	18124677	NHLRC1	HighConfNDD	4.0	3	0	0	0
chr6	18153329	18157329	KDM1B	HighConfNDD	4.0	3	0	0	0
chr6	24492867	24496867	ALDH5A1	HighConfNDD	4.0	1	0	0	0
chr6	27130795	27134795	H2BC11	HighConfNDD	4.0	2	0	0	0
chr6	29824967	29828967	HLA-G	HighConfNDD	4.0	2	0	0	0
chr6	29939260	29943260	HLA-A	HighConfNDD	4.0	2	0	0	0
chr6	31365067	31369067	HLA-B	HighConfNDD	4.0	1	0	0	0
chr6	32012795	32016795	C4B	HighConfNDD	4.0	0	0	0	0
chr6	32587848	32591848	HLA-DRB1	HighConfNDD	4.0	3	0	0	0
chr6	33073936	33077936	HLA-DPB1	HighConfNDD	4.0	0	0	0	0
chr6	33417661	33421661	SYNGAP1	HighConfNDD	4.0	0	0	0	0
chr6	38701145	38705145	GLO1	HighConfNDD	4.0	3	0	0	0
chr6	40585364	40589364	LRFN2	HighConfNDD	4.0	0	0	0	0
chr6	42982553	42986553	PPP2R5D	HighConfNDD	4.0	5	0	0	0
chr6	43051943	43055943	CUL7	HighConfNDD	4.0	3	0	0	0
chr6	43074307	43078307	PTK7	HighConfNDD	4.0	0	0	0	0
chr6	46650915	46654915	SLC25A27	HighConfNDD	4.0	0	1	0	0
chr6	53792497	53796497	LRRC1	HighConfNDD	4.0	0	0	0	0
chr6	56952830	56956830	DST	HighConfNDD	4.0	0	0	0	0
chr6	57044532	57048532	KIAA1586	HighConfNDD	4.0	0	0	0	0
chr6	62284225	62288225	KHDRBS2	HighConfNDD	4.0	0	0	0	0
chr6	63633802	63637802	PHF3	HighConfNDD	4.0	0	0	0	0
chr6	71884550	71888550	RIMS1	HighConfNDD	4.0	0	0	0	0
chr6	77461491	77465491	HTR1B	HighConfNDD	4.0	0	0	0	0
chr6	79076287	79080287	PHIP	HighConfNDD	4.0	0	0	0	0
chr6	85642063	85646063	SYNCRIP	HighConfNDD	4.0	2	0	0	0
chr6	87149803	87153803	ZNF292	HighConfNDD	4.0	2	0	0	0
chr6	88164347	88168347	CNR1	HighConfNDD	4.0	0	0	0	0
chr6	99519728	99523728	USP45	HighConfNDD	4.0	6	0	0	0
chr6	100960701	100964701	GRIK2	HighConfNDD	4.0	0	0	0	0
chr6	114341023	114345023	HS3ST5	HighConfNDD	4.0	0	0	0	0
chr6	116058891	116062891	FRK	HighConfNDD	4.0	1	1	0	0
chr6	117673469	117677469	NUS1	HighConfNDD	4.0	2	0	0	0
chr6	118546296	118550296	PLN	HighConfNDD	4.0	0	0	0	0
chr6	131626242	131630242	MED23	HighConfNDD	4.0	0	1	0	0
chr6	136820564	136824564	PEX7	HighConfNDD	4.0	4	0	0	0
chr6	142954698	142958698	HIVEP2	HighConfNDD	4.0	2	0	0	0
chr6	145734023	145738023	EPM2A	HighConfNDD	4.0	1	0	0	0
chr6	147202180	147206180	STXBP5	HighConfNDD	4.0	0	1	0	0
chr6	148270304	148274304	SASH1	HighConfNDD	4.0	3	1	0	0
chr6	152635801	152639801	SYNE1	HighConfNDD	4.0	3	0	0	0
chr6	156774020	156778020	ARID1B	HighConfNDD	4.0	0	0	0	0
chr6	162725775	162729775	PRKN	HighConfNDD	4.0	1	0	1	0
chr6	166904451	166908451	RPS6KA2	HighConfNDD	4.0	0	0	0	0
chr6	170304565	170308565	DLL1	HighConfNDD	4.0	0	0	0	0
chr7	725650	729650	PRKAR1B	HighConfNDD	4.0	1	0	0	0
chr7	2553694	2557694	BRAT1	HighConfNDD	4.0	6	2	0	0
chr7	3042228	3046228	CARD11	HighConfNDD	4.0	2	0	0	0
chr7	5272369	5276369	SLC29A4	HighConfNDD	4.0	3	0	0	0
chr7	5561902	5565902	ACTB	HighConfNDD	4.0	8	0	0	0
chr7	6549461	6553461	GRID2IP	HighConfNDD	4.0	8	0	0	0
chr7	7533873	7537873	COL28A1	HighConfNDD	4.0	0	0	0	0
chr7	8260687	8264687	ICA1	HighConfNDD	4.0	0	0	0	0
chr7	8431609	8435609	NXPH1	HighConfNDD	4.0	0	0	0	0
chr7	15560015	15564015	AGMO	HighConfNDD	4.0	1	0	0	0
chr7	26150198	26154198	NFE2L3	HighConfNDD	4.0	0	0	0	0
chr7	32426131	32430131	PDE1C	HighConfNDD	4.0	1	0	0	0
chr7	48169458	48173458	ABCA13	HighConfNDD	4.0	1	0	0	0
chr7	50563405	50567405	DDC	HighConfNDD	4.0	1	0	0	0
chr7	55885456	55889456	ZNF713	HighConfNDD	4.0	7	0	1	0
chr7	66626881	66630881	KCTD7	HighConfNDD	4.0	7	0	0	0
chr7	69596296	69600296	AUTS2	HighConfNDD	4.0	0	0	0	0
chr7	73717672	73721672	STX1A	HighConfNDD	4.0	4	0	0	0
chr7	74648231	74652231	GTF2I	HighConfNDD	4.0	5	0	0	0
chr7	79766028	79770028	GNAI1	HighConfNDD	4.0	0	0	0	0
chr7	82441956	82445956	CACNA2D1	HighConfNDD	4.0	0	1	0	0
chr7	83160930	83164930	PCLO	HighConfNDD	4.0	0	1	0	0
chr7	87932143	87936143	ADAM22	HighConfNDD	4.0	1	0	0	0
chr7	91938840	91942840	AKAP9	HighConfNDD	4.0	0	0	0	0
chr7	95322532	95326532	PON1	HighConfNDD	4.0	0	0	0	0
chr7	97003553	97007553	DLX6	HighConfNDD	4.0	0	0	0	0
chr7	98875933	98879933	TRRAP	HighConfNDD	4.0	3	0	0	0
chr7	99142108	99146108	SMURF1	HighConfNDD	4.0	2	0	0	0
chr7	99974042	99978042	AZGP1	HighConfNDD	4.0	5	1	0	0
chr7	100117841	100121841	TAF6	HighConfNDD	4.0	7	0	0	0
chr7	100692250	100696250	GIGYF1	HighConfNDD	4.0	5	0	0	0
chr7	100894974	100898974	ACHE	HighConfNDD	4.0	3	0	0	0
chr7	100967565	100971565	MUC12	HighConfNDD	4.0	4	0	0	0
chr7	101125104	101129104	SERPINE1	HighConfNDD	4.0	3	0	0	0
chr7	101813904	101817904	CUX1	HighConfNDD	4.0	0	0	0	0
chr7	103987658	103991658	RELN	HighConfNDD	4.0	0	0	0	0
chr7	104938943	104942943	KMT2E	HighConfNDD	4.0	3	0	0	0
chr7	106863278	106867278	PIK3CG	HighConfNDD	4.0	0	0	0	0
chr7	108001213	108005213	LAMB1	HighConfNDD	4.0	1	0	0	0
chr7	108454717	108458717	NRCAM	HighConfNDD	4.0	0	0	0	0
chr7	111560517	111564517	IMMP2L	HighConfNDD	4.0	1	2	0	0
chr7	112204407	112208407	DOCK4	HighConfNDD	4.0	1	0	0	0
chr7	113085778	113089778	GPR85	HighConfNDD	4.0	0	0	0	0
chr7	114084327	114088327	FOXP2	HighConfNDD	4.0	0	0	0	0
chr7	116670196	116674196	MET	HighConfNDD	4.0	0	0	0	0
chr7	116951238	116955238	ST7	HighConfNDD	4.0	0	0	0	0
chr7	117872139	117876139	CTTNBP2	HighConfNDD	4.0	0	0	0	0
chr7	120271175	120275175	KCND2	HighConfNDD	4.0	0	1	0	0
chr7	122884759	122888759	CADPS2	HighConfNDD	4.0	0	1	0	0
chr7	123555904	123559904	NDUFA5	HighConfNDD	4.0	1	0	0	0
chr7	124763792	124767792	GPR37	HighConfNDD	4.0	1	0	0	0
chr7	124927983	124931983	POT1	HighConfNDD	4.0	2	0	0	0
chr7	127650194	127654194	SND1	HighConfNDD	4.0	2	0	0	0
chr7	128030107	128034107	LRRC4	HighConfNDD	4.0	0	0	0	0
chr7	128239278	128243278	LEP	HighConfNDD	4.0	1	0	0	0
chr7	129950960	129954960	UBE2H	HighConfNDD	4.0	2	0	0	1
chr7	130440433	130444433	CEP41	HighConfNDD	4.0	2	0	0	0
chr7	132646688	132650688	PLXNA4	HighConfNDD	4.0	0	0	0	0
chr7	139228356	139232356	UBN2	HighConfNDD	4.0	1	0	0	0
chr7	140922929	140926929	BRAF	HighConfNDD	4.0	1	1	0	0
chr7	143406856	143410856	EPHA1	HighConfNDD	4.0	1	0	0	0
chr7	146114002	146118002	CNTNAP2	HighConfNDD	4.0	0	0	0	0
chr7	152434644	152438644	KMT2C	HighConfNDD	4.0	0	1	0	0
chr7	153746133	153750133	DPP6	HighConfNDD	4.0	1	0	0	0
chr7	155456129	155460129	EN2	HighConfNDD	4.0	0	0	0	0
chr7	157136926	157140926	UBE3C	HighConfNDD	4.0	3	0	0	0
chr8	735628	739628	DLGAP2	HighConfNDD	4.0	0	0	0	0
chr8	1753778	1757778	CLN8	HighConfNDD	4.0	4	0	0	0
chr8	1821926	1825926	ARHGEF10	HighConfNDD	4.0	0	1	0	0
chr8	4992972	4996972	CSMD1	HighConfNDD	4.0	0	0	0	0
chr8	6404592	6408592	MCPH1	HighConfNDD	4.0	3	1	0	0
chr8	16565490	16569490	MSR1	HighConfNDD	4.0	0	2	0	0
chr8	17920842	17924842	PCM1	HighConfNDD	4.0	0	0	0	0
chr8	19082730	19086730	PSD3	HighConfNDD	4.0	1	0	0	0
chr8	22691480	22695480	EGR3	HighConfNDD	4.0	0	0	0	0
chr8	22985417	22989417	RHOBTB2	HighConfNDD	4.0	3	0	0	0
chr8	26512031	26516031	DPYSL2	HighConfNDD	4.0	0	0	0	0
chr8	29261124	29265124	KIF13B	HighConfNDD	4.0	3	0	0	0
chr8	38223218	38227218	DDHD2	HighConfNDD	4.0	3	0	0	0
chr8	38466834	38470834	FGFR1	HighConfNDD	4.0	2	0	0	0
chr8	42049994	42053994	KAT6A	HighConfNDD	4.0	2	0	0	0
chr8	42695366	42699366	CHRNB3	HighConfNDD	4.0	1	1	1	0
chr8	47958178	47962178	PRKDC	HighConfNDD	4.0	3	0	0	0
chr8	47958185	47962185	MCM4	HighConfNDD	4.0	3	0	0	0
chr8	60514936	60518936	RAB2A	HighConfNDD	4.0	2	0	0	0
chr8	60676740	60680740	CHD7	HighConfNDD	4.0	0	0	0	0
chr8	81278536	81282536	FABP5	HighConfNDD	4.0	0	0	0	0
chr8	86741675	86745675	CNGB3	HighConfNDD	4.0	1	0	0	0
chr8	92101385	92105385	RUNX1T1	HighConfNDD	4.0	0	0	0	0
chr8	96491813	96495813	SDC2	HighConfNDD	4.0	1	2	1	0
chr8	99011266	99015266	VPS13B	HighConfNDD	4.0	3	0	0	0
chr8	102410759	102414759	UBR5	HighConfNDD	4.0	3	0	0	0
chr8	118109826	118113826	EXT1	HighConfNDD	4.0	1	0	0	0
chr8	123039968	123043968	TBC1D31	HighConfNDD	4.0	2	1	0	0
chr8	131902093	131906093	EFR3A	HighConfNDD	4.0	1	0	0	0
chr8	132479095	132483095	KCNQ3	HighConfNDD	4.0	0	0	0	0
chr8	140456579	140460579	TRAPPC9	HighConfNDD	4.0	3	0	0	0
chr8	140633633	140637633	AGO2	HighConfNDD	4.0	0	0	0	0
chr8	142877846	142881846	CYP11B1	HighConfNDD	4.0	0	0	0	0
chr8	143876467	143880467	EPPK1	HighConfNDD	4.0	0	0	0	0
chr8	144796876	144800876	ZNF517	HighConfNDD	4.0	4	0	0	0
chr9	212854	216854	DOCK8	HighConfNDD	4.0	2	1	0	0
chr9	468291	472291	KANK1	HighConfNDD	4.0	2	0	0	0
chr9	1978290	1982290	SMARCA2	HighConfNDD	4.0	0	0	0	0
chr9	3524004	3528004	RFX3	HighConfNDD	4.0	0	0	0	0
chr9	4488468	4492468	SLC1A1	HighConfNDD	4.0	3	0	1	0
chr9	5888889	5892889	MLANA	HighConfNDD	4.0	1	0	1	0
chr9	6718863	6722863	KDM4C	HighConfNDD	4.0	11	1	0	0
chr9	10611002	10615002	PTPRD	HighConfNDD	4.0	0	0	0	0
chr9	14396983	14400983	NFIB	HighConfNDD	4.0	0	0	0	0
chr9	19787037	19791037	SLC24A2	HighConfNDD	4.0	1	0	0	0
chr9	23824337	23828337	ELAVL2	HighConfNDD	4.0	0	0	0	0
chr9	27107141	27111141	TEK	HighConfNDD	4.0	1	0	0	0
chr9	35094619	35098619	PIGO	HighConfNDD	4.0	5	0	0	0
chr9	36167388	36171388	CCIN	HighConfNDD	4.0	3	1	0	0
chr9	36485548	36489548	RNF38	HighConfNDD	4.0	0	0	0	1
chr9	37032268	37036268	PAX5	HighConfNDD	4.0	0	1	0	1
chr9	39286315	39290315	CNTNAP3	HighConfNDD	4.0	1	0	0	0
chr9	72112595	72116595	GDA	HighConfNDD	4.0	5	0	0	0
chr9	73149865	73153865	ANXA1	HighConfNDD	4.0	1	0	0	0
chr9	74495335	74499335	RORB	HighConfNDD	4.0	0	0	0	0
chr9	76904114	76908114	PRUNE2	HighConfNDD	4.0	0	2	0	0
chr9	83978631	83982631	HNRNPK	HighConfNDD	4.0	1	1	0	0
chr9	93574584	93578584	PHF2	HighConfNDD	4.0	0	0	0	0
chr9	98706935	98710935	GABBR2	HighConfNDD	4.0	0	0	0	0
chr9	102993311	102997311	CYLC2	HighConfNDD	4.0	0	0	0	0
chr9	106861166	106865166	ZNF462	HighConfNDD	4.0	0	0	0	0
chr9	109165249	109169249	FRRS1L	HighConfNDD	4.0	1	0	0	0
chr9	111482745	111486745	ECPAS	HighConfNDD	4.0	2	0	0	0
chr9	117413070	117417070	ASTN2	HighConfNDD	4.0	0	0	0	0
chr9	123999670	124003670	LHX2	HighConfNDD	4.0	0	0	0	0
chr9	126611928	126615928	LMX1B	HighConfNDD	4.0	0	0	0	0
chr9	127577370	127581370	STXBP1	HighConfNDD	4.0	7	0	0	0
chr9	128189655	128193655	DNM1	HighConfNDD	4.0	4	0	0	0
chr9	128338527	128342527	SLC27A4	HighConfNDD	4.0	5	0	0	0
chr9	128550558	128554558	SPTAN1	HighConfNDD	4.0	0	0	0	0
chr9	128681424	128685424	SET	HighConfNDD	4.0	6	0	0	0
chr9	131500789	131504789	POMT1	HighConfNDD	4.0	3	0	0	0
chr9	132944874	132948874	TSC1	HighConfNDD	4.0	1	1	0	0
chr9	135700185	135704185	KCNT1	HighConfNDD	4.0	0	0	0	0
chr9	136544048	136548048	NOTCH1	HighConfNDD	4.0	0	0	0	0
chr9	137136346	137140346	GRIN1	HighConfNDD	4.0	1	0	0	0
chr9	137548402	137552402	PNPLA7	HighConfNDD	4.0	4	0	0	0
chr9	137616992	137620992	EHMT1	HighConfNDD	4.0	2	0	0	0
chr9	137875782	137879782	CACNA1B	HighConfNDD	4.0	0	0	0	0
chrX	622344	626344	SHOX	HighConfNDD	4.0	0	0	0	0
chrX	1613059	1617059	ASMT	HighConfNDD	4.0	12	0	0	0
chrX	6226867	6230867	NLGN4X	HighConfNDD	4.0	0	1	0	0
chrX	9461320	9465320	TBL1X	HighConfNDD	4.0	2	0	0	0
chrX	10154975	10158975	CLCN4	HighConfNDD	4.0	1	1	0	0
chrX	11756159	11760159	MSL3	HighConfNDD	4.0	0	0	0	0
chrX	13732743	13736743	OFD1	HighConfNDD	4.0	0	0	0	0
chrX	14527298	14531298	GLRA2	HighConfNDD	4.0	1	0	0	0
chrX	15333554	15337554	PIGA	HighConfNDD	4.0	2	0	0	0
chrX	16717612	16721612	SYAP1	HighConfNDD	4.0	5	0	0	0
chrX	18423583	18427583	CDKL5	HighConfNDD	4.0	1	0	0	0
chrX	20265519	20269519	RPS6KA3	HighConfNDD	4.0	1	0	0	0
chrX	21370801	21374801	CNKSR2	HighConfNDD	4.0	0	0	0	0
chrX	22997960	23001960	DDX53	HighConfNDD	4.0	1	0	0	0
chrX	23332849	23336849	PTCHD1	HighConfNDD	4.0	0	0	0	0
chrX	25014420	25018420	ARX	HighConfNDD	4.0	0	0	0	0
chrX	28585446	28589446	IL1RAPL1	HighConfNDD	4.0	0	0	0	0
chrX	34130314	34134314	FAM47A	HighConfNDD	4.0	0	0	0	0
chrX	38559542	38563542	TSPAN7	HighConfNDD	4.0	0	0	0	0
chrX	41083445	41087445	USP9X	HighConfNDD	4.0	0	1	0	0
chrX	41331348	41335348	DDX3X	HighConfNDD	4.0	0	0	0	0
chrX	41921554	41925554	CASK	HighConfNDD	4.0	0	0	0	0
chrX	43652907	43656907	MAOA	HighConfNDD	4.0	1	0	0	0
chrX	43880450	43884450	MAOB	HighConfNDD	4.0	0	1	0	0
chrX	44871188	44875188	KDM6A	HighConfNDD	4.0	1	0	0	0
chrX	47215860	47219860	CDK16	HighConfNDD	4.0	0	0	0	0
chrX	47617857	47621857	SYN1	HighConfNDD	4.0	0	0	0	0
chrX	48909958	48913958	SLC35A2	HighConfNDD	4.0	1	0	0	0
chrX	49099170	49103170	WDR45	HighConfNDD	4.0	4	0	0	0
chrX	49231371	49235371	CACNA1F	HighConfNDD	4.0	3	0	0	0
chrX	53223422	53227422	KDM5C	HighConfNDD	4.0	0	0	0	0
chrX	53319350	53323350	IQSEC2	HighConfNDD	4.0	0	0	0	0
chrX	54356642	54360642	WNK3	HighConfNDD	4.0	0	0	0	0
chrX	63807274	63811274	ARHGEF9	HighConfNDD	4.0	1	0	0	0
chrX	66038125	66042125	VSIG4	HighConfNDD	4.0	0	0	0	0
chrX	67542021	67546021	AR	HighConfNDD	4.0	0	0	0	0
chrX	68431913	68435913	OPHN1	HighConfNDD	4.0	1	0	0	0
chrX	70442835	70446835	DLG3	HighConfNDD	4.0	1	0	0	0
chrX	70929125	70933125	SLC7A3	HighConfNDD	4.0	1	0	0	0
chrX	71142821	71146821	NLGN3	HighConfNDD	4.0	2	0	0	0
chrX	74923472	74927472	NEXMIF	HighConfNDD	4.0	0	0	0	0
chrX	77784233	77788233	ATRX	HighConfNDD	4.0	1	0	0	0
chrX	85241991	85245991	ZNF711	HighConfNDD	4.0	0	1	0	0
chrX	91777261	91781261	PCDH11X	HighConfNDD	4.0	0	0	0	0
chrX	100408273	100412273	PCDH19	HighConfNDD	4.0	0	0	0	0
chrX	101389011	101393011	RPL36A-HNRNPH2	HighConfNDD	4.0	1	0	0	0
chrX	101406222	101410222	HNRNPH2	HighConfNDD	4.0	1	1	0	0
chrX	104564199	104568199	IL1RAPL2	HighConfNDD	4.0	1	0	0	0
chrX	111663811	111667811	ALG13	HighConfNDD	4.0	2	0	0	0
chrX	116168744	116172744	AGTR2	HighConfNDD	4.0	0	1	0	0
chrX	119850998	119854998	UPF3B	HighConfNDD	4.0	4	0	0	0
chrX	120243267	120247267	RHOXF1	HighConfNDD	4.0	1	0	0	0
chrX	129521500	129525500	SMARCA1	HighConfNDD	4.0	0	0	0	0
chrX	133413489	133417489	GPC4	HighConfNDD	4.0	0	0	0	0
chrX	135971841	135975841	SLC9A6	HighConfNDD	4.0	1	0	0	0
chrX	141836316	141840316	MAGEC3	HighConfNDD	4.0	0	0	0	0
chrX	147909919	147913919	FMR1	HighConfNDD	4.0	0	0	0	0
chrX	148498617	148502617	AFF2	HighConfNDD	4.0	0	0	0	0
chrX	150896816	150900816	CD99L2	HighConfNDD	4.0	0	0	0	0
chrX	153685926	153689926	SLC6A8	HighConfNDD	4.0	0	0	0	0
chrX	154135103	154139103	MECP2	HighConfNDD	4.0	3	0	1	0
chrX	154387955	154391955	RPL10	HighConfNDD	4.0	3	0	0	0
chrX	154456281	154460281	PLXNA3	HighConfNDD	4.0	6	0	0	0
chrX	155262491	155266491	RAB39B	HighConfNDD	4.0	1	0	1	0
chrX	155717098	155721098	TMLHE	HighConfNDD	4.0	1	1	0	0
chrY	622344	626344	SHOX	HighConfNDD	4.0	0	0	0	0
chrY	1613059	1617059	ASMT	HighConfNDD	4.0	12	0	0	0
chrY	12535650	12539650	USP9Y	HighConfNDD	4.0	3	0	0	0
chrY	14520573	14524573	NLGN4Y	HighConfNDD	4.0	0	0	0	0
chr1	957309	961309	NOC2L	Housekeeping	4.0	2	0	0	0
chr1	1230031	1234031	SDF4	Housekeeping	4.0	2	0	0	0
chr1	1373207	1377207	AURKAIP1	Housekeeping	4.0	1	0	0	0
chr1	1397335	1401335	CCNL2	Housekeeping	4.0	2	0	0	0
chr1	1405293	1409293	MRPL20	Housekeeping	4.0	9	0	0	1
chr1	1572863	1576863	SSU72	Housekeeping	4.0	5	1	0	0
chr1	2389775	2393775	RER1	Housekeeping	4.0	1	0	0	0
chr1	3623015	3627015	TPRG1L	Housekeeping	4.0	1	0	0	0
chr1	3794498	3798498	LRRC47	Housekeeping	4.0	5	0	0	0
chr1	3898293	3902293	C1orf174	Housekeeping	4.0	3	0	0	0
chr1	6207389	6211389	RPL22	Housekeeping	4.0	1	0	0	0
chr1	6233972	6237972	ICMT	Housekeeping	4.0	5	0	0	0
chr1	6611731	6615731	PHF13	Housekeeping	4.0	1	0	0	0
chr1	6612607	6616607	KLHL21	Housekeeping	4.0	1	0	0	0
chr1	6699924	6703924	DNAJC11	Housekeeping	4.0	3	0	0	0
chr1	7769296	7773296	VAMP3	Housekeeping	4.0	1	0	0	0
chr1	7952291	7956291	PARK7	Housekeeping	4.0	3	0	0	0
chr1	8877190	8881190	ENO1	Housekeeping	4.0	4	0	0	0
chr1	11010344	11014344	TARDBP	Housekeeping	4.0	5	0	0	0
chr1	11058020	11062020	SRM	Housekeeping	4.0	4	0	0	0
chr1	11097869	11101869	EXOSC10	Housekeeping	4.0	7	0	0	0
chr1	11924428	11928428	KIAA2013	Housekeeping	4.0	5	0	0	0
chr1	11932205	11936205	PLOD1	Housekeeping	4.0	8	0	0	0
chr1	11978181	11982181	MFN2	Housekeeping	4.0	4	0	0	0
chr1	12017466	12021466	MIIP	Housekeeping	4.0	10	0	0	0
chr1	15974132	15978132	ZBTB17	Housekeeping	4.0	6	1	0	0
chr1	16350480	16354480	FBXO42	Housekeeping	4.0	4	0	0	0
chr1	17437677	17441677	RCC2	Housekeeping	4.0	0	0	0	0
chr1	19208266	19212266	UBR4	Housekeeping	4.0	2	0	0	0
chr1	19249805	19253805	MRTO4	Housekeeping	4.0	5	0	0	0
chr1	19310144	19314144	AKR7A2	Housekeeping	4.0	1	0	0	0
chr1	20506151	20510151	MUL1	Housekeeping	4.0	4	0	0	0
chr1	20785323	20789323	HP1BP3	Housekeeping	4.0	4	1	0	0
chr1	21781606	21785606	USP48	Housekeeping	4.0	4	0	0	0
chr1	23017443	23021443	KDM1A	Housekeeping	4.0	4	0	0	0
chr1	23689742	23693742	RPL11	Housekeeping	4.0	4	0	1	0
chr1	23776418	23780418	PITHD1	Housekeeping	4.0	2	0	0	0
chr1	23954839	23958839	PNRC2	Housekeeping	4.0	4	0	0	0
chr1	23978927	23982927	SRSF10	Housekeeping	4.0	2	0	0	1
chr1	24629716	24633716	SRRM1	Housekeeping	4.0	6	0	0	0
chr1	25230502	25234502	SYF2	Housekeeping	4.0	4	0	0	0
chr1	25336317	25340317	TMEM50A	Housekeeping	4.0	1	0	0	0
chr1	25816640	25820640	MTFR1L	Housekeeping	4.0	1	0	0	0
chr1	26167908	26171908	ZNF593	Housekeeping	4.0	1	0	0	0
chr1	26470440	26474440	HMGN2	Housekeeping	4.0	1	0	0	0
chr1	26888283	26892283	GPN2	Housekeeping	4.0	4	1	0	0
chr1	26898238	26902238	NUDC	Housekeeping	4.0	6	0	0	0
chr1	27771219	27775219	STX12	Housekeeping	4.0	4	0	0	0
chr1	27828782	27832782	PPP1R8	Housekeeping	4.0	1	0	0	0
chr1	27912746	27916746	RPA2	Housekeeping	4.0	8	1	0	0
chr1	28231029	28235029	DNAJC8	Housekeeping	4.0	9	0	0	0
chr1	28234109	28238109	ATP5IF1	Housekeeping	4.0	4	0	0	0
chr1	29179900	29183900	SRSF4	Housekeeping	4.0	2	0	0	0
chr1	31294982	31298982	ZCCHC17	Housekeeping	4.0	2	0	0	1
chr1	31642896	31646896	PEF1	Housekeeping	4.0	0	0	0	0
chr1	31942856	31946856	PTP4A2	Housekeeping	4.0	3	0	0	0
chr1	32011868	32015868	KHDRBS1	Housekeeping	4.0	3	0	0	0
chr1	32106056	32110056	KPNA6	Housekeeping	4.0	6	0	0	0
chr1	32219077	32223077	EIF3I	Housekeeping	4.0	4	0	0	0
chr1	32392731	32396731	BSDC1	Housekeeping	4.0	4	0	0	1
chr1	33078996	33082996	AK2	Housekeeping	4.0	2	0	0	0
chr1	34857755	34861755	SMIM12	Housekeeping	4.0	2	0	0	0
chr1	35191446	35195446	SFPQ	Housekeeping	4.0	5	0	0	0
chr1	35639526	35643526	PSMB2	Housekeeping	4.0	5	0	0	0
chr1	36154053	36158053	TRAPPC3	Housekeeping	4.0	1	0	0	0
chr1	36222432	36226432	THRAP3	Housekeeping	4.0	3	1	0	0
chr1	36395908	36399908	LSM10	Housekeeping	4.0	6	0	0	0
chr1	37593937	37597937	GNL2	Housekeeping	4.0	2	0	0	0
chr1	37988075	37992075	SF3A3	Housekeeping	4.0	3	0	0	0
chr1	38857772	38861772	RRAGC	Housekeeping	4.0	4	0	0	0
chr1	38989276	38993276	AKIRIN1	Housekeeping	4.0	2	0	0	0
chr1	39574790	39578790	PABPC4	Housekeeping	4.0	3	1	0	0
chr1	40038233	40042233	CAP1	Housekeeping	4.0	2	1	0	0
chr1	40256041	40260041	ZMPSTE24	Housekeeping	4.0	4	1	0	0
chr1	40689648	40693648	NFYC	Housekeeping	4.0	1	1	0	0
chr1	42656335	42660335	PPIH	Housekeeping	4.0	1	0	0	0
chr1	42680418	42684418	YBX1	Housekeeping	4.0	0	0	0	0
chr1	43268936	43272936	EBNA1BP2	Housekeeping	4.0	1	0	0	0
