ndd_gene	control_gene	ndd_chrom	ndd_start	ndd_end	control_chrom	control_start	control_end	ndd_loeuf	control_loeuf	ndd_brain_log	control_brain_log	ndd_gc	control_gc
DOCK4	UVRAG	chr7	112204407	112208407	chr11	75813210	75817210	0.445	0.468	1.2771024328225855	1.2512073618454775	0.53125	0.52875
GPR85	NPIPB4	chr7	113085778	113089778	chr16	21878827	21882827	0.594	0.651	0.9002179679581553	0.8432396320457918	0.39025	0.388
FOXP2	HNF1B	chr7	114084327	114088327	chr17	37743059	37747059	0.157	0.239	0.2981519654183395	0.0838987507460185	0.602	0.60175
MET	ZNF322	chr7	116670196	116674196	chr6	26657752	26661752	0.446	0.425	0.6446404254819001	0.6389153553147492	0.4555	0.45025
ST7	FAM222B	chr7	116951238	116955238	chr17	28853232	28857232	0.52	0.536	1.4171061673925929	1.3656582997574225	0.494	0.48975
CTTNBP2	RIMKLA	chr7	117872139	117876139	chr1	42378792	42382792	0.774	0.759	1.175616170659792	1.1653778889870694	0.49875	0.50075
KCND2	FBL	chr7	120271175	120275175	chr19	39844379	39848379	0.428	0.409	1.8946809604479564	1.8963167356267674	0.50925	0.5065
CADPS2	PPP2CB	chr7	122884759	122888759	chr8	30812314	30816314	0.699	0.741	2.2729966395645573	2.1809741292321436	0.49075	0.485
NDUFA5	GNL3	chr7	123555904	123559904	chr3	52679156	52683156	1.407	1.378	1.7207677165391466	1.7026329876698836	0.4045	0.40325
GPR37	LDHA	chr7	124763792	124767792	chr11	18392560	18396560	0.665	0.613	2.1839300388078535	2.2097722980109986	0.552	0.549
POT1	JAML	chr7	124927983	124931983	chr11	118223092	118227092	0.871	0.836	1.0161237096688394	1.0804027893047006	0.41025	0.40725
SND1	ACLY	chr7	127650194	127654194	chr17	41928542	41932542	0.386	0.401	1.7063088923537542	1.663128711820299	0.49225	0.487
LRRC4	JAKMIP1	chr7	128030107	128034107	chr4	6198591	6202591	0.459	0.391	1.7374606135691222	1.7453184280471994	0.63375	0.63225
LEP	MEOX1	chr7	128239278	128243278	chr17	43659922	43663922	1.139	1.142	0.028214643267314793	0.016613332189877275	0.53225	0.534
UBE2H	DHX9	chr7	129950960	129954960	chr1	182837347	182841347	0.244	0.263	1.9242968642923064	1.9406987308404893	0.50625	0.5065
CEP41	CMTM1	chr7	130440433	130444433	chr16	66564393	66568393	1.066	1.038	0.6970051610495223	0.7705898836776884	0.4485	0.45
PLXNA4	HEATR1	chr7	132646688	132650688	chr1	236602516	236606516	0.289	0.312	0.9731883734009481	0.8742289371555167	0.42625	0.43525
UBN2	IREB2	chr7	139228356	139232356	chr15	78435431	78439431	0.362	0.389	1.2643195147635857	1.2313548848398652	0.494	0.49175
BRAF	PSMA2	chr7	140922929	140926929	chr7	42930185	42934185	0.237	0.243	1.4560637440271071	1.462689925361826	0.471	0.47
EPHA1	CYP2S1	chr7	143406856	143410856	chr19	41191210	41195210	0.989	0.993	0.7273419563464082	0.6818605699778871	0.5365	0.5325
CNTNAP2	CBX5	chr7	146114002	146118002	chr12	54278133	54282133	0.721	0.726	1.4316499824817506	1.451021526795773	0.4605	0.45725
KMT2C	CPEB1	chr7	152434644	152438644	chr15	82646861	82650861	0.202	0.177	1.4419479423771313	1.4097370551106205	0.57875	0.581
DPP6	BSDC1	chr7	153746133	153750133	chr1	32392731	32396731	0.751	0.763	1.9177506828058484	1.9017067299933357	0.504	0.50075
EN2	PITPNM1	chr7	155456129	155460129	chr11	67504263	67508263	0.775	0.737	1.9048712792592977	1.904661998822501	0.65625	0.6555
UBE3C	TOMM40	chr7	157136926	157140926	chr19	44888569	44892569	0.427	0.456	1.6435385398611688	1.6062480463434206	0.5595	0.558
DLGAP2	SEMA3F	chr8	735628	739628	chr3	50153045	50157045	0.425	0.416	0.8864529342681946	0.8214336056261439	0.6365	0.6335
CLN8	SNRPF	chr8	1753778	1757778	chr12	95856952	95860952	1.183	1.174	1.3422824995271208	1.359535734693911	0.47675	0.4755
ARHGEF10	IFRD2	chr8	1821926	1825926	chr3	50290918	50294918	1.062	1.069	1.4101409266090832	1.4124756676709533	0.58025	0.5815
CSMD1	ACAP1	chr8	4992972	4996972	chr17	7334529	7338529	0.586	0.579	0.7468139503093858	0.7886914727826259	0.5425	0.54375
MCPH1	NBPF11	chr8	6404592	6408592	chr1	148150322	148154322	1.342	1.324	0.8368992066147961	0.8529981539392159	0.4935	0.493
MSR1	TRDN	chr8	16565490	16569490	chr6	123635189	123639189	1.366	1.359	0.6504687748118799	0.5396280299283454	0.34875	0.344
PCM1	EPM2AIP1	chr8	17920842	17924842	chr3	36991131	36995131	0.7	0.691	1.7017199183749383	1.6882907604098727	0.4645	0.46375
PSD3	TRPC4AP	chr8	19082730	19086730	chr20	35090807	35094807	0.571	0.564	2.0749589886692474	2.0272313330795817	0.499	0.49625
EGR3	PATZ1	chr8	22691480	22695480	chr22	31344346	31348346	0.396	0.331	1.4192434501477311	1.4095595032089456	0.66425	0.65725
RHOBTB2	IL16	chr8	22985417	22989417	chr15	81157575	81161575	0.761	0.775	1.8075431456468556	1.8231963483231193	0.53325	0.53475
DPYSL2	ATXN2L	chr8	26512031	26516031	chr16	28820999	28824999	0.29	0.297	2.381851222157608	2.361092924552222	0.59175	0.59175
KIF13B	EIF4E2	chr8	29261124	29265124	chr2	232548659	232552659	0.738	0.726	1.5202646927614534	1.5046475347940327	0.49775	0.49675
DDHD2	ACBD5	chr8	38223218	38227218	chr10	27241046	27245046	0.758	0.734	1.7305133819156395	1.6856692008890815	0.45275	0.44525
FGFR1	KIF3C	chr8	38466834	38470834	chr2	25980749	25984749	0.274	0.266	2.0899015805755985	2.065829838133072	0.58	0.58225
KAT6A	CNOT6L	chr8	42049994	42053994	chr4	77817615	77821615	0.083	0.169	1.3695460925835323	1.2338308800350246	0.5725	0.573
CHRNB3	CDH26	chr8	42695366	42699366	chr20	59956423	59960423	1.066	1.032	0.4655360173527184	0.4422711949222688	0.4275	0.4235
PRKDC	MSL2	chr8	47958178	47962178	chr3	136195241	136199241	0.183	0.169	1.3211798812731501	1.3204246440660028	0.536	0.541
MCM4	UXS1	chr8	47958185	47962185	chr2	106192301	106196301	0.806	0.805	1.4011643720392988	1.380589275244709	0.53625	0.538
RAB2A	ECHDC2	chr8	60514936	60518936	chr1	52925212	52929212	1.024	1.033	1.919156049087161	1.8966562659067912	0.505	0.50325
CHD7	SAMD4B	chr8	60676740	60680740	chr19	39340421	39344421	0.109	0.142	1.721482504195257	1.622987600847962	0.6025	0.5925
FABP5	TOM1	chr8	81278536	81282536	chr22	35297275	35301275	0.839	0.866	1.6962899724264737	1.6523362857795576	0.52025	0.52
CNGB3	MYH1	chr8	86741675	86745675	chr17	10516542	10520542	1.044	1.035	0.09016984444479326	0.07742822986756352	0.361	0.368
SDC2	ZNF76	chr8	96491813	96495813	chr6	35256909	35260909	1.167	1.197	1.5965839016696324	1.598809103357882	0.5315	0.53175
VPS13B	ZNF691	chr8	99011266	99015266	chr1	42844573	42848573	0.708	0.728	0.9814335039353339	0.9668829218293868	0.4485	0.4525
UBR5	BPTF	chr8	102410759	102414759	chr17	67823503	67827503	0.073	0.09	1.5622892948981184	1.575603459860452	0.54775	0.5535
EXT1	IGSF3	chr8	118109826	118113826	chr1	116665755	116669755	0.339	0.289	0.7756089918614822	0.7575182518229089	0.54475	0.54875
TBC1D31	ISLR2	chr8	123039968	123043968	chr15	74098311	74102311	0.88	0.875	0.945606434516219	0.9786269120514891	0.48525	0.48275
EFR3A	SSR2	chr8	131902093	131906093	chr1	156018951	156022951	0.967	0.987	1.8766640336905893	1.8911135489206032	0.4765	0.48125
KCNQ3	LMNA	chr8	132479095	132483095	chr1	156080572	156084572	0.458	0.412	1.3725603765680037	1.4100801164289076	0.5995	0.5965
TRAPPC9	FOXRED2	chr8	140456579	140460579	chr22	36505221	36509221	0.786	0.798	1.3502499571444864	1.3556660281570085	0.55975	0.559
AGO2	DLL4	chr8	140633633	140637633	chr15	40927340	40931340	0.102	0.197	1.2035061080491587	1.1247682425625072	0.63775	0.64075
CYP11B1	SPATA22	chr8	142877846	142881846	chr17	3511852	3515852	0.923	0.913	0.09015749382687455	0.1499783100239928	0.50025	0.502
EPPK1	C1QTNF8	chr8	143876467	143880467	chr16	1094711	1098711	1.929	1.924	0.15950703747732173	0.1975906577331559	0.67775	0.68025
ZNF517	DNAJC30	chr8	144796876	144800876	chr7	73681453	73685453	1.473	1.484	1.2713373465077618	1.2247168931528425	0.56475	0.56175
DOCK8	HOXD3	chr9	212854	216854	chr2	176134612	176138612	0.622	0.637	0.7195334686427646	0.7215591955499688	0.4895	0.48425
KANK1	MRPS15	chr9	468291	472291	chr1	36462384	36466384	1.149	1.155	1.4444008339004135	1.4221990288152717	0.496	0.4985
SMARCA2	RB1CC1	chr9	1978290	1982290	chr8	52743843	52747843	0.317	0.293	1.5680455847427237	1.6476254812923778	0.42	0.4245
RFX3	VCAN	chr9	3524004	3528004	chr5	83469618	83473618	0.212	0.223	0.9690616221664035	0.958152805063628	0.50225	0.49475
SLC1A1	MPI	chr9	4488468	4492468	chr15	74888005	74892005	1.043	1.04	1.327050220139486	1.339342108568312	0.54675	0.5445
MLANA	LCE1C	chr9	5888889	5892889	chr1	152804651	152808651	1.933	1.929	0.10586258668796662	0.10858734670725327	0.43275	0.4395
KDM4C	NOL11	chr9	6718863	6722863	chr17	67715931	67719931	0.813	0.803	1.545380111397853	1.5292942951867412	0.46975	0.46775
PTPRD	SNW1	chr9	10611002	10615002	chr14	77759207	77763207	0.204	0.216	1.8164103435661767	1.817310138304877	0.47375	0.476
NFIB	MBNL1	chr9	14396983	14400983	chr3	152241828	152245828	0.3	0.317	1.3756672711621765	1.377422824544111	0.36	0.34925
SLC24A2	COG2	chr9	19787037	19791037	chr1	230640481	230644481	0.727	0.724	1.5060393706917803	1.5028611974637514	0.4695	0.4705
ELAVL2	STAT1	chr9	23824337	23828337	chr2	191018960	191022960	0.249	0.271	1.4542318437735087	1.458719413199072	0.45025	0.44975
TEK	PPARGC1A	chr9	27107141	27111141	chr4	23902089	23906089	0.368	0.38	0.8734002442366593	0.909722868961648	0.3815	0.37675
PIGO	RAD9A	chr9	35094619	35098619	chr11	67315871	67319871	0.89	0.866	1.2843901225916299	1.297679551937313	0.5295	0.53075
CCIN	IL27	chr9	36167388	36171388	chr16	28510051	28514051	0.683	0.702	0.08055073127747549	0.059490713873101286	0.51175	0.509
RNF38	MYO18A	chr9	36485548	36489548	chr17	29178398	29182398	0.381	0.414	1.5626829593169804	1.5454135117667716	0.57925	0.5745
PAX5	BNC2	chr9	37032268	37036268	chr9	16868843	16872843	0.361	0.365	0.12586464190070226	0.15009759289514008	0.54075	0.551
CNTNAP3	BTBD8	chr9	39286315	39290315	chr1	92078305	92082305	0.732	0.753	0.4663974979014962	0.46646426552876713	0.44125	0.445
GDA	GNB5	chr9	72112595	72116595	chr15	52189392	52193392	1.178	1.155	1.5796635776118422	1.624759454165626	0.424	0.4185
ANXA1	EVI2B	chr9	73149865	73153865	chr17	31312105	31316105	1.182	1.187	1.2457667544473905	1.257097527426983	0.3255	0.348
RORB	RIF1	chr9	74495335	74499335	chr2	151407883	151411883	0.257	0.254	1.255868045129119	1.2096463553569858	0.4975	0.491
PRUNE2	GBF1	chr9	76904114	76908114	chr10	102243371	102247371	0.689	0.642	1.890220313848125	1.8305033410033573	0.474	0.4725
HNRNPK	RAC1	chr9	83978631	83982631	chr7	6372527	6376527	0.242	0.25	2.495791246316354	2.5468337406214916	0.52925	0.533
PHF2	ADGRB1	chr9	93574584	93578584	chr8	142447430	142451430	0.329	0.372	1.837578338246397	1.834203820226136	0.668	0.672
GABBR2	CHD5	chr9	98706935	98710935	chr1	6178321	6182321	0.394	0.383	1.9294792118226063	1.9417896100125667	0.6485	0.6425
CYLC2	TECRL	chr9	102993311	102997311	chr4	64407468	64411468	1.608	1.563	0.0	0.019526079355977482	0.31025	0.31125
ZNF462	MYC	chr9	106861166	106865166	chr8	127733434	127737434	0.082	0.128	0.7895785970887463	0.6340084628489103	0.5445	0.5335
FRRS1L	SEC61B	chr9	109165249	109169249	chr9	99220064	99224064	1.41	1.39	1.7379039528455917	1.734585428754177	0.49525	0.50075
ASTN2	BCL11B	chr9	117413070	117417070	chr14	99270197	99274197	0.473	0.462	1.2276656464376283	1.2560679826882792	0.58475	0.588
LHX2	INTS3	chr9	123999670	124003670	chr1	153726050	153730050	0.368	0.342	1.7449052586718228	1.7782634286357348	0.51875	0.522
LMX1B	NFATC1	chr9	126611928	126615928	chr18	79393856	79397856	0.409	0.461	0.4592703252562882	0.58692808085615	0.694	0.6755
STXBP1	RPS8	chr9	127577370	127581370	chr1	44773251	44777251	0.099	0.104	2.5664410278209653	2.6122952655062015	0.5265	0.5265
DNM1	NISCH	chr9	128189655	128193655	chr3	52453118	52457118	0.417	0.488	2.5738134868324845	2.5690987302613104	0.597	0.60325
SLC27A4	SGSM1	chr9	128338527	128342527	chr22	24804169	24808169	0.661	0.673	1.5918567499853442	1.5376503798117396	0.55725	0.559
SPTAN1	RPL26	chr9	128550558	128554558	chr17	8381213	8385213	0.222	0.258	2.5394625242255358	2.523379632156281	0.5285	0.519
SET	PRKAR1A	chr9	128681424	128685424	chr17	68509780	68513780	0.167	0.158	2.139164115249907	2.104452967322291	0.52075	0.52325
POMT1	PER3	chr9	131500789	131504789	chr1	7782291	7786291	1.002	1.009	1.819865589128318	1.9278752063432896	0.575	0.57775
TSC1	TIAL1	chr9	132944874	132948874	chr10	119595029	119599029	0.227	0.213	1.7814013342187456	1.8166329829137664	0.51475	0.51775
KCNT1	SRCIN1	chr9	135700185	135704185	chr17	38603952	38607952	0.682	0.704	1.9807821292236856	1.947769851387095	0.65	0.65425
NOTCH1	ZNF423	chr9	136544048	136548048	chr16	49855919	49859919	0.217	0.196	1.0530976596282826	0.9534373536548344	0.69375	0.67125
GRIN1	ADAM11	chr9	137136346	137140346	chr17	44756988	44760988	0.574	0.584	2.3499648591054676	2.373518854969121	0.642	0.635
PNPLA7	C1orf159	chr9	137548402	137552402	chr1	1114361	1118361	1.154	1.128	1.1234073231603074	1.1449787380200307	0.63775	0.6415
EHMT1	ZBTB2	chr9	137616992	137620992	chr6	151389559	151393559	0.159	0.179	1.0514921044451304	1.0437080038536104	0.57375	0.5755
CACNA1B	HS6ST1	chr9	137875782	137879782	chr2	128316868	128320868	0.425	0.421	1.7201799836031895	1.7659507916896076	0.66975	0.66975
ZMYND11	ARCN1	chr10	128088	132088	chr11	118570390	118574390	0.166	0.145	1.9948953868531152	1.931113960470314	0.42375	0.433
DIP2C	FOSL2	chr10	687668	691668	chr2	28390448	28394448	0.235	0.279	1.449836178310355	1.2486107449683037	0.6535	0.6355
CELF2	RABGAP1	chr10	10796397	10800397	chr9	122938833	122942833	0.294	0.241	1.5630833933861716	1.564977177446204	0.442	0.4435
UPF2	NF2	chr10	12041170	12045170	chr22	29601553	29605553	0.159	0.187	1.4868114706316942	1.4973526716380687	0.51125	0.515
CACNB2	LRRC59	chr10	18138424	18142424	chr17	50395523	50399523	0.77	0.782	1.4570867280982358	1.4634345739170533	0.5275	0.5265
MKX	FRMD3	chr10	27744060	27748060	chr9	83536546	83540546	0.575	0.563	0.68574800672481	0.7189316185196987	0.55575	0.55625
WAC	EIF5A	chr10	28530493	28534493	chr17	7304999	7308999	0.248	0.278	2.2129090527193838	2.2168913203122105	0.565	0.56775
HNRNPF	CAMTA1	chr10	43407186	43411186	chr1	6783454	6787454	0.233	0.227	1.7555272810385705	1.7309557973416145	0.597	0.59525
WDFY4	ZNF460	chr10	48682873	48686873	chr19	57278051	57282051	0.528	0.548	0.4619994622246879	0.4352007258887565	0.49175	0.495
PCDH15	RSPH4A	chr10	55625942	55629942	chr6	116614479	116618479	0.819	0.816	0.5302650296268802	0.5081754056463934	0.438	0.43375
ANK3	CKAP5	chr10	60731490	60735490	chr11	46844308	46848308	0.16	0.143	1.775391971696612	1.7999309263612038	0.48575	0.481
JMJD1C	EIF3A	chr10	63519850	63523850	chr10	119078817	119082817	0.157	0.18	1.74862597822379	1.79172151861314	0.50075	0.50825
REEP3	LGALS3	chr10	63519401	63523401	chr14	55122110	55126110	1.184	1.152	1.6472489441568021	1.678824189471553	0.48825	0.4915
CTNNA3	ICA1L	chr10	67761637	67765637	chr2	202869766	202873766	0.875	0.858	1.4807138933627093	1.5001541102873064	0.4585	0.4595
ADK	IFI27L1	chr10	74149202	74153202	chr14	94079301	94083301	0.893	0.894	1.1804011661659737	1.1895071573733218	0.46925	0.46625
KCNMA1	TMEM132B	chr10	77636369	77640369	chr12	125184386	125188386	0.331	0.288	1.1962508186713305	1.2592138841851415	0.6315	0.63075
ZMIZ1	GSE1	chr10	79066966	79070966	chr16	85167525	85171525	0.22	0.356	1.6209029435059124	1.5493785069615362	0.6825	0.67425
DYDC1	REN	chr10	80354755	80358755	chr1	204188324	204192324	1.06	1.069	0.029069916978400584	0.050260241158306934	0.51725	0.51775
DYDC2	CEACAM21	chr10	80342745	80346745	chr19	41547518	41551518	1.404	1.429	0.7031391333706529	0.6612294500741193	0.40475	0.4035
GRID1	NTN1	chr10	86364795	86368795	chr17	9019510	9023510	0.4	0.444	1.1597145396313395	1.102210669420494	0.6615	0.65075
PTEN	ABCG4	chr10	87860638	87864638	chr11	119147052	119151052	0.685	0.694	1.699946069258578	1.6932237902701843	0.5825	0.581
BTAF1	SMARCAD1	chr10	91921770	91925770	chr4	94205611	94209611	0.213	0.257	1.4300911880339493	1.4238223653239515	0.439	0.43425
EXOC6	TTC8	chr10	92824831	92828831	chr14	88822153	88826153	0.788	0.8	0.9719471868644043	1.0120125476351445	0.41725	0.41575
LGI1	HDAC2	chr10	93755840	93759840	chr6	114009308	114013308	0.33	0.367	1.342377274934658	1.3080391011828774	0.4325	0.43375
SLC35G1	P4HA3	chr10	93891973	93895973	chr11	74309640	74313640	1.03	1.019	0.4251395244394134	0.47022079488773183	0.4835	0.486
BTRC	EDC3	chr10	101352033	101356033	chr15	74694292	74698292	0.643	0.656	1.4541631686706753	1.4089332649253257	0.4565	0.4565
LDB1	MYT1	chr10	102118368	102122368	chr20	64100394	64104394	0.24	0.257	1.8006772203142694	1.8398411693465777	0.59625	0.59325
SORCS3	MSI1	chr10	104639290	104643290	chr12	120367164	120371164	0.515	0.524	0.9927443357390864	0.9739600695016608	0.63575	0.645
SMC3	DHX15	chr10	110565684	110569684	chr4	24582554	24586554	0.132	0.156	1.6701094186354573	1.5969905310953354	0.49625	0.4985
TCF7L2	CCNYL1	chr10	112948247	112952247	chr2	207709540	207713540	0.474	0.514	0.8721527750605284	0.8889137463330224	0.52425	0.5245
DOCK1	PDE8A	chr10	126903409	126907409	chr15	84978440	84982440	0.637	0.631	1.6085238941902404	1.6031335421988073	0.62275	0.6265
EBF3	IKZF1	chr10	129971053	129975053	chr7	50302068	50306068	0.353	0.32	0.4980430011395655	0.507236358095311	0.57825	0.581
HRAS	CBFA2T3	chr11	535321	539321	chr16	88975207	88979207	0.893	0.957	1.8955126003159732	1.8065103192710856	0.6625	0.654
PHRF1	RAB11FIP4	chr11	574470	578470	chr17	31389675	31393675	0.573	0.536	1.6750805279822227	1.7253520770150839	0.64275	0.64825
DEAF1	SQSTM1	chr11	705118	709118	chr5	179804398	179808398	1.18	1.13	1.996908135087869	1.8805477913082718	0.69225	0.6825
SLC25A22	ABTB1	chr11	796281	800281	chr3	127670935	127674935	1.014	1.003	2.239184319501786	2.283491190988162	0.65675	0.65275
TSPAN4	KLHL21	chr11	840812	844812	chr1	6612607	6616607	1.616	1.647	1.5004231099686798	1.4267503015181342	0.66675	0.6695
BRSK2	GPS1	chr11	1387899	1391899	chr17	82048691	82052691	0.361	0.337	2.1350531029779987	2.0937087849825606	0.697	0.69125
CTSD	SYNGR1	chr11	1762573	1766573	chr22	39347925	39351925	0.886	0.901	2.505769762667378	2.575109295205479	0.58025	0.5845
OR52M1	OR2A12	chr11	4543191	4547191	chr7	144084278	144088278	1.922	1.922	0.0	0.0	0.42275	0.4215
APBB1	PABPN1	chr11	6417414	6421414	chr14	23319457	23323457	0.401	0.369	2.51731468566477	2.536056947003669	0.51375	0.52425
TPP1	PEF1	chr11	6617448	6621448	chr1	31642896	31646896	0.78	0.787	1.906636141640952	1.905446146015804	0.4835	0.48525
KCNC1	INPP5A	chr11	17732774	17736774	chr10	132535787	132539787	0.363	0.356	1.970820900494702	1.9724800871716888	0.644	0.6355
NAV2	RC3H2	chr11	19348724	19352724	chr9	122903359	122907359	0.288	0.309	1.2934332737544323	1.2892320959227621	0.453	0.454
GAS2	HELQ	chr11	22623509	22627509	chr4	83453855	83457855	0.755	0.742	0.9917420477100767	0.9832635471398788	0.44275	0.4385
ELP4	GBP4	chr11	31507755	31511755	chr1	89196942	89200942	1.377	1.362	0.7595945749184506	0.7410924803342942	0.38675	0.398
CAPRIN1	RANBP9	chr11	34049731	34053731	chr6	13709835	13713835	0.372	0.319	1.739699687184149	1.7310542299802962	0.559	0.558
LRRC4C	ATF7IP	chr11	41457773	41461773	chr12	14363676	14367676	0.297	0.294	1.1395768633675347	1.287889027778387	0.3905	0.39375
PHF21A	UBE2F	chr11	46119454	46123454	chr2	237964827	237968827	0.149	0.148	1.4322427225573853	1.4772240255863067	0.5765	0.57975
SSRP1	DDX1	chr11	57333892	57337892	chr2	15589178	15593178	0.341	0.33	2.009977509030925	2.0488145618726117	0.5015	0.5005
CTNND1	DCAF7	chr11	57751243	57755243	chr17	63548222	63552222	0.187	0.235	1.6041709525280745	1.5847946768329544	0.5095	0.50825
CPSF7	HNRNPUL1	chr11	61428031	61432031	chr19	41260496	41264496	0.13	0.2	1.933810610558668	1.850379696286356	0.4975	0.50125
DAGLA	DAG1	chr11	61678391	61682391	chr3	49466713	49470713	0.305	0.298	1.445203969869508	1.4083027299005741	0.575	0.57
AHNAK	AP4B1	chr11	62554235	62558235	chr1	113903712	113907712	0.793	0.777	1.4688463345595448	1.4894690954490855	0.52925	0.525
HNRNPUL2	WSB2	chr11	62725457	62729457	chr12	118060430	118064430	0.391	0.363	2.239889818340054	2.267439265283557	0.548	0.5475
SLC22A9	TMEM71	chr11	63367785	63371785	chr8	132758712	132762712	1.461	1.516	0.3768359966634301	0.28861404068373286	0.3935	0.389
MARK2	PDPK1	chr11	63836928	63840928	chr16	2535979	2539979	0.287	0.333	1.55614805749329	1.5495464037621294	0.573	0.5785
NRXN2	MORF4L1	chr11	64721197	64725197	chr15	78808487	78812487	0.317	0.271	2.40879604895173	2.418644281636268	0.61675	0.609
SF1	CSNK2B	chr11	64776786	64780786	chr6	31663227	31667227	0.22	0.237	2.404243427469538	2.384315772456271	0.54225	0.5425
POLA2	PDPN	chr11	65259913	65263913	chr1	13581465	13585465	0.699	0.689	1.006877464346579	0.973040061799631	0.5175	0.51825
KCNK7	MAPK15	chr11	65593996	65597996	chr8	143714340	143718340	1.337	1.344	0.778957565326708	0.7769298909175409	0.57525	0.5745
PACS1	RAPGEF1	chr11	66068272	66072272	chr9	131738076	131742076	0.3	0.321	1.7997932205614926	1.7514592526231147	0.58175	0.5825
DPP3	HIF3A	chr11	66478013	66482013	chr19	46295042	46299042	0.827	0.833	1.1494008007050858	1.1564552560432986	0.5545	0.5545
CTSF	CMTM5	chr11	66566879	66570879	chr14	23374773	23378773	1.296	1.245	2.4443102905122576	2.3867343303922746	0.54925	0.55675
KMT5B	SALL1	chr11	68211852	68215852	chr16	51150334	51154334	0.19	0.228	1.5274674933430543	1.5488805626375148	0.63	0.62925
PPFIA1	SAP130	chr11	70268690	70272690	chr2	128026120	128030120	0.224	0.243	1.399069441618594	1.4025519615289297	0.5625	0.56425
SHANK2	KLF12	chr11	71250577	71254577	chr13	74132404	74136404	0.417	0.398	0.9851353498233619	0.9628294345444369	0.62025	0.616
DHCR7	TULP3	chr11	71450868	71454868	chr12	2875223	2879223	1.087	1.059	1.6526253369153754	1.6658285527202907	0.511	0.51275
DLG2	HSF2	chr11	85626335	85630335	chr6	122397551	122401551	0.444	0.409	1.5061747889519381	1.5369508977060933	0.43975	0.4375
GRM5	EHF	chr11	89063982	89067982	chr11	34619093	34623093	0.43	0.483	0.5215800019671769	0.5242506837571299	0.434	0.4295
CNTN5	DNAH6	chr11	99018949	99022949	chr2	84514455	84518455	0.73	0.75	0.49725870200385186	0.46171456980854003	0.40625	0.39925
TRPC6	CASP8	chr11	101870562	101874562	chr2	201231443	201235443	0.708	0.695	0.31200800783872334	0.3459772058942922	0.416	0.415
GUCY1A2	RBPMS	chr11	107016476	107020476	chr8	30382511	30386511	0.704	0.733	0.7805146084262158	0.7043418732326715	0.5425	0.54225
PPP2R1B	C17orf75	chr11	111764389	111768389	chr17	32348023	32352023	0.955	0.949	1.317446951259571	1.3062147995940085	0.45525	0.4555
DIXDC1	CTC1	chr11	111925144	111929144	chr17	8246058	8250058	0.783	0.776	1.724179986461633	1.7071629405943167	0.52225	0.52375
DRD2	SIX3	chr11	113473691	113477691	chr2	44939702	44943702	0.372	0.387	1.7235779797219695	1.7243397799350277	0.57625	0.57675
HTR3A	TVP23C	chr11	113973075	113977075	chr17	15561595	15565595	1.034	1.027	0.5335356606064211	0.5999027130885282	0.4825	0.4805
ZBTB16	STRBP	chr11	114057041	114061041	chr9	123266586	123270586	0.245	0.281	1.0274902719371963	1.0790364570874895	0.605	0.59675
CADM1	MRAS	chr11	115502957	115506957	chr3	138345648	138349648	0.422	0.444	1.8496877703156138	1.8480270733618909	0.55575	0.5525
PAFAH1B2	GPCPD1	chr11	117142284	117146284	chr20	5609006	5613006	0.671	0.691	1.7883847571463025	1.7880134404286945	0.49225	0.4915
KMT2A	AGPAT3	chr11	118434456	118438456	chr21	43863223	43867223	0.065	0.21	1.554421315120436	1.6080262004331665	0.62375	0.62225
MFRP	PPY	chr11	119344705	119348705	chr17	43940476	43944476	1.307	1.313	0.04297851447494917	0.0	0.56275	0.56375
GRIK4	LHX4	chr11	120509746	120513746	chr1	180228264	180232264	0.587	0.589	0.8105315807050391	0.7792955551259583	0.62875	0.62475
TBCEL	FAR2	chr11	121022072	121026072	chr12	29147016	29151016	0.513	0.516	0.9622779205589251	0.9868979747248576	0.49675	0.4955
TECTA	KCNMB2	chr11	121099243	121103243	chr3	178270932	178274932	0.661	0.586	0.6328832789477238	0.6298813576773279	0.38225	0.38
MSANTD2	VWF	chr11	124798706	124802706	chr12	6122770	6126770	0.629	0.639	1.2846134375019473	1.2442622728734356	0.52025	0.51675
SRPRA	NELFE	chr11	126267144	126271144	chr6	31957038	31961038	0.634	0.657	1.7784443002657162	1.7502275168465151	0.50375	0.50025
KIRREL3	RYR1	chr11	127001460	127005460	chr19	38431691	38435691	0.676	0.644	1.3267822173086736	1.3479424752437354	0.509	0.5095
ARHGAP32	DENND5B	chr11	129277324	129281324	chr12	31589136	31593136	0.349	0.351	1.381971988943218	1.3711029740232215	0.552	0.55725
KDM5A	BMP4	chr12	387320	391320	chr14	53956761	53960761	0.27	0.258	0.9329443335727944	0.8862470006717048	0.44425	0.43925
CACNA1C	COL5A2	chr12	1968772	1972772	chr2	189223312	189227312	0.186	0.106	0.9526650894247386	1.1330340670589591	0.35625	0.36675
GALNT8	ZNF506	chr12	4718400	4722400	chr19	19819751	19823751	1.196	1.222	1.234674168097469	1.1760333492640223	0.481	0.4765
KCNA1	UROD	chr12	4907905	4911905	chr1	45008950	45012950	0.935	0.914	1.75621225520085	1.7246722896200175	0.58575	0.5805
STYK1	ZNF429	chr12	10672318	10676318	chr19	21494682	21498682	1.138	1.148	0.8584601967083034	0.8788439500662384	0.44675	0.4495
GRIN2B	LSM12	chr12	13980002	13984002	chr17	44065619	44069619	0.102	0.145	0.8958235031244406	0.8520644092671621	0.50325	0.5095
