chrom	start	end	gene	fixed_alu	category	width_kb	PLS_n	ELS_n	CTCF_n	active_all_n	alu_free
chr3	184153377	184157377	DVL3	2	HighConfNDD	4.0	2	7	0	9	False
chr3	184172689	184176689	AP2M1	1	HighConfNDD	4.0	3	8	0	12	False
chr3	195441044	195445044	ACAP2	2	HighConfNDD	4.0	1	12	0	13	False
chr3	195809973	195813973	MUC4	3	HighConfNDD	4.0	2	6	0	9	False
chr3	196336373	196340373	TM4SF19-DYNLT2B	5	HighConfNDD	4.0	2	8	0	10	False
chr3	196336503	196340503	TM4SF19	4	HighConfNDD	4.0	2	9	0	11	False
chr3	196737857	196741857	PAK2	1	HighConfNDD	4.0	1	7	0	9	False
chr3	197297330	197301330	DLG1	1	HighConfNDD	4.0	7	3	0	10	False
chr4	1869393	1873393	NSD2	2	HighConfNDD	4.0	1	9	0	10	False
chr4	2961571	2965571	GRK4	1	HighConfNDD	4.0	4	10	0	14	False
chr4	6779375	6783375	KIAA0232	0	HighConfNDD	4.0	1	13	0	14	True
chr4	8590660	8594660	CPZ	0	HighConfNDD	4.0	2	10	0	12	True
chr4	15701065	15705065	BST1	2	HighConfNDD	4.0	1	8	0	9	False
chr4	15776275	15780275	CD38	0	HighConfNDD	4.0	1	8	0	9	True
chr4	46991581	46995581	GABRA4	1	HighConfNDD	4.0	1	6	0	8	False
chr4	53364066	53368066	SCFD2	1	HighConfNDD	4.0	1	7	0	8	False
chr4	55946871	55950871	CEP135	2	HighConfNDD	4.0	3	7	0	10	False
chr4	73256798	73260798	ANKRD17	1	HighConfNDD	4.0	2	8	0	10	False
chr4	75722589	75726589	G3BP2	2	HighConfNDD	4.0	1	10	0	11	False
chr4	76232536	76236536	SCARB2	2	HighConfNDD	4.0	1	7	0	8	False
chr4	82372503	82376503	HNRNPD	2	HighConfNDD	4.0	2	10	0	12	False
chr4	84964690	84968690	WDFY3	1	HighConfNDD	4.0	5	2	0	7	False
chr4	87529061	87533061	SPARCL1	0	HighConfNDD	4.0	1	6	0	7	True
chr4	90125394	90129394	CCSER1	0	HighConfNDD	4.0	1	6	0	7	True
chr4	92301966	92305966	GRID2	0	HighConfNDD	4.0	3	7	0	10	True
chr4	98927133	98931133	EIF4E	2	HighConfNDD	4.0	2	8	0	11	False
chr4	99814827	99818827	DAPP1	2	HighConfNDD	4.0	2	8	0	10	False
chr4	101346278	101350278	PPP3CA	0	HighConfNDD	4.0	4	9	0	13	True
chr4	105143875	105147875	TET2	1	HighConfNDD	4.0	5	5	0	10	False
chr4	106314683	106318683	TBCK	1	HighConfNDD	4.0	4	6	0	10	False
chr4	112816032	112820032	ANK2	1	HighConfNDD	4.0	2	5	0	7	False
chr4	127964034	127968034	MFSD8	2	HighConfNDD	4.0	4	7	0	12	False
chr4	133147294	133151294	PCDH10	0	HighConfNDD	4.0	1	11	0	12	True
chr4	139299446	139303446	NAA15	0	HighConfNDD	4.0	3	7	0	10	True
chr4	145096288	145100288	ABCE1	4	HighConfNDD	4.0	4	6	0	10	False
chr4	145936823	145940823	ZNF827	1	HighConfNDD	4.0	2	7	0	9	False
chr4	147682163	147686163	PRMT9	4	HighConfNDD	4.0	1	6	0	7	False
chr4	148442698	148446698	NR3C2	0	HighConfNDD	4.0	4	8	0	12	True
chr4	151013727	151017727	LRBA	3	HighConfNDD	4.0	2	10	0	12	False
chr4	154588742	154592742	FGA	1	HighConfNDD	4.0	1	2	0	5	False
chr4	155852738	155856738	TDO2	0	HighConfNDD	4.0	0	4	0	4	True
chr4	157202182	157206182	GRIA2	3	HighConfNDD	4.0	1	0	0	3	False
chr4	186724722	186728722	FAT1	1	HighConfNDD	4.0	0	13	0	13	False
chr4	189938855	189942855	FRG1	0	HighConfNDD	4.0	1	6	0	7	True
chr5	441175	445175	EXOC3	2	HighConfNDD	4.0	1	9	0	10	False
chr5	1443440	1447440	SLC6A3	2	HighConfNDD	4.0	1	4	0	12	False
chr5	9544075	9548075	SEMA5A	0	HighConfNDD	4.0	1	12	0	13	True
chr5	11902446	11906446	CTNND2	0	HighConfNDD	4.0	1	9	0	10	True
chr5	14141342	14145342	TRIO	0	HighConfNDD	4.0	2	11	0	13	True
chr5	24642978	24646978	CDH10	0	HighConfNDD	4.0	1	5	0	6	True
chr5	27119150	27123150	CDH9	4	HighConfNDD	4.0	0	3	0	7	False
chr5	36874769	36878769	NIPBL	0	HighConfNDD	4.0	3	12	0	15	True
chr5	37369124	37373124	NUP155	3	HighConfNDD	4.0	2	7	0	9	False
chr5	45694498	45698498	HCN1	0	HighConfNDD	4.0	1	9	0	10	True
chr5	65623975	65627975	TRIM23	3	HighConfNDD	4.0	2	5	0	7	False
chr5	65881128	65885128	ERBIN	3	HighConfNDD	4.0	0	3	0	3	False
chr5	72105234	72109234	MAP1B	0	HighConfNDD	4.0	2	8	0	10	True
chr5	79512134	79516134	HOMER1	1	HighConfNDD	4.0	2	9	0	11	False
chr5	88902257	88906257	MEF2C	0	HighConfNDD	4.0	0	0	0	0	True
chr5	93581222	93585222	NR2F1	0	HighConfNDD	4.0	4	7	0	11	True
chr5	98927007	98931007	CHD1	1	HighConfNDD	4.0	2	9	0	11	False
chr5	111221653	111225653	CAMK4	0	HighConfNDD	4.0	2	7	0	9	True
chr5	113511694	113515694	YTHDC2	0	HighConfNDD	4.0	1	10	0	12	True
chr5	127288796	127292796	MEGF10	0	HighConfNDD	4.0	2	6	0	9	True
chr5	132293315	132297315	P4HA2	1	HighConfNDD	4.0	1	9	0	10	False
chr5	135032813	135036813	PITX1	0	HighConfNDD	4.0	5	8	0	13	True
chr5	138350685	138354685	KDM3B	0	HighConfNDD	4.0	1	8	0	9	True
chr5	140105777	140109777	PURA	0	HighConfNDD	4.0	4	7	0	11	True
chr5	140784136	140788136	PCDHA1	0	HighConfNDD	4.0	1	0	0	6	True
chr5	140792852	140796852	PCDHA2	0	HighConfNDD	4.0	1	2	0	5	True
chr5	140799028	140803028	PCDHA3	0	HighConfNDD	4.0	3	0	0	7	True
chr5	140805037	140809037	PCDHA4	0	HighConfNDD	4.0	1	3	0	6	True
chr5	140819604	140823604	PCDHA5	0	HighConfNDD	4.0	1	3	0	5	True
chr5	140825958	140829958	PCDHA6	0	HighConfNDD	4.0	2	0	0	4	True
chr5	140832248	140836248	PCDHA7	0	HighConfNDD	4.0	1	3	0	5	True
chr5	140839187	140843187	PCDHA8	1	HighConfNDD	4.0	1	1	0	4	False
chr5	140845772	140849772	PCDHA9	1	HighConfNDD	4.0	1	2	0	3	False
chr5	140853883	140857883	PCDHA10	1	HighConfNDD	4.0	1	3	0	4	False
chr5	140866183	140870183	PCDHA11	0	HighConfNDD	4.0	1	3	0	4	True
chr5	140873302	140877302	PCDHA12	1	HighConfNDD	4.0	2	3	0	8	False
chr5	140880124	140884124	PCDHA13	0	HighConfNDD	4.0	2	1	1	6	True
chr5	140924299	140928299	PCDHAC1	3	HighConfNDD	4.0	1	5	0	6	False
chr5	140964470	140968470	PCDHAC2	0	HighConfNDD	4.0	1	9	0	10	True
chr5	146201605	146205605	RBM27	4	HighConfNDD	4.0	1	8	0	10	False
chr5	147508068	147512068	DPYSL3	1	HighConfNDD	4.0	1	8	0	9	False
chr5	148824611	148828611	ADRB2	1	HighConfNDD	4.0	1	10	0	11	False
chr5	150288093	150292093	CAMK2A	1	HighConfNDD	4.0	3	6	0	9	False
chr5	153487615	153491615	GRIA1	0	HighConfNDD	4.0	3	2	1	6	True
chr5	154188730	154192730	GALNT10	1	HighConfNDD	4.0	1	13	0	15	False
chr5	157264079	157268079	CYFIP2	1	HighConfNDD	4.0	3	5	0	8	False
chr5	161547044	161551044	GABRB2	0	HighConfNDD	4.0	4	5	0	10	True
chr5	161845063	161849063	GABRA1	0	HighConfNDD	4.0	6	0	0	6	True
chr5	161998057	162002057	GABRG2	2	HighConfNDD	4.0	0	4	0	4	False
chr5	163435569	163439569	CCNG1	2	HighConfNDD	4.0	2	9	0	11	False
chr5	163458404	163462404	NUDCD2	3	HighConfNDD	4.0	3	7	0	10	False
chr5	170859870	170863870	RANBP17	1	HighConfNDD	4.0	1	7	0	8	False
chr5	173886349	173890349	CPEB4	0	HighConfNDD	4.0	2	8	0	10	True
chr5	175442182	175446182	DRD1	1	HighConfNDD	4.0	1	8	0	9	False
chr5	176645387	176649387	TSPAN17	0	HighConfNDD	4.0	1	11	0	12	True
chr5	177020633	177024633	UIMC1	4	HighConfNDD	4.0	1	9	0	10	False
chr5	177129830	177133830	NSD1	0	HighConfNDD	4.0	3	8	0	11	True
chr6	11042305	11046305	ELOVL2	2	HighConfNDD	4.0	2	8	0	10	False
chr6	15244069	15248069	JARID2	0	HighConfNDD	4.0	1	11	0	12	True
chr6	18120677	18124677	NHLRC1	3	HighConfNDD	4.0	1	6	0	7	False
chr6	18153329	18157329	KDM1B	3	HighConfNDD	4.0	2	7	0	9	False
chr6	24492867	24496867	ALDH5A1	1	HighConfNDD	4.0	1	9	0	10	False
chr6	27130795	27134795	H2BC11	2	HighConfNDD	4.0	2	11	0	13	False
chr6	29824967	29828967	HLA-G	2	HighConfNDD	4.0	2	3	0	6	False
chr6	29939260	29943260	HLA-A	2	HighConfNDD	4.0	4	5	0	9	False
chr6	31365067	31369067	HLA-B	1	HighConfNDD	4.0	2	2	2	4	False
chr6	32012795	32016795	C4B	0	HighConfNDD	4.0	0	2	0	2	True
chr6	32587848	32591848	HLA-DRB1	3	HighConfNDD	4.0	1	4	0	5	False
chr6	33073936	33077936	HLA-DPB1	0	HighConfNDD	4.0	1	5	0	6	True
chr6	33417661	33421661	SYNGAP1	0	HighConfNDD	4.0	4	7	0	11	True
chr6	38701145	38705145	GLO1	3	HighConfNDD	4.0	1	7	0	8	False
chr6	40585364	40589364	LRFN2	0	HighConfNDD	4.0	1	9	0	11	True
chr6	42982553	42986553	PPP2R5D	5	HighConfNDD	4.0	2	5	0	8	False
chr6	43051943	43055943	CUL7	3	HighConfNDD	4.0	3	6	0	10	False
chr6	43074307	43078307	PTK7	0	HighConfNDD	4.0	3	7	0	10	True
chr6	46650915	46654915	SLC25A27	0	HighConfNDD	4.0	2	9	0	11	True
chr6	53792497	53796497	LRRC1	0	HighConfNDD	4.0	1	11	0	12	True
chr6	56952830	56956830	DST	0	HighConfNDD	4.0	3	8	0	11	True
chr6	57044532	57048532	KIAA1586	0	HighConfNDD	4.0	1	2	0	5	True
chr6	62284225	62288225	KHDRBS2	0	HighConfNDD	4.0	1	7	0	8	True
chr6	63633802	63637802	PHF3	0	HighConfNDD	4.0	2	9	0	11	True
chr6	71884550	71888550	RIMS1	0	HighConfNDD	4.0	2	7	0	9	True
chr6	77461491	77465491	HTR1B	0	HighConfNDD	4.0	1	10	0	11	True
chr6	79076287	79080287	PHIP	0	HighConfNDD	4.0	3	8	0	11	True
chr6	85642063	85646063	SYNCRIP	2	HighConfNDD	4.0	5	7	0	12	False
chr6	87149803	87153803	ZNF292	2	HighConfNDD	4.0	1	9	0	10	False
chr6	88164347	88168347	CNR1	0	HighConfNDD	4.0	2	11	0	13	True
chr6	99519728	99523728	USP45	6	HighConfNDD	4.0	1	8	0	10	False
chr6	100960701	100964701	GRIK2	0	HighConfNDD	4.0	0	1	0	1	True
chr6	114341023	114345023	HS3ST5	0	HighConfNDD	4.0	1	11	0	12	True
chr6	116058891	116062891	FRK	1	HighConfNDD	4.0	1	7	1	8	False
chr6	117673469	117677469	NUS1	2	HighConfNDD	4.0	2	6	0	9	False
chr6	118546296	118550296	PLN	0	HighConfNDD	4.0	1	7	0	8	True
chr6	131626242	131630242	MED23	0	HighConfNDD	4.0	3	6	0	9	True
chr6	136820564	136824564	PEX7	4	HighConfNDD	4.0	4	2	0	7	False
chr6	142954698	142958698	HIVEP2	2	HighConfNDD	4.0	0	1	0	2	False
chr6	145734023	145738023	EPM2A	1	HighConfNDD	4.0	3	6	0	9	False
chr6	147202180	147206180	STXBP5	0	HighConfNDD	4.0	3	11	0	14	True
chr6	148270304	148274304	SASH1	3	HighConfNDD	4.0	0	5	0	5	False
chr6	152635801	152639801	SYNE1	3	HighConfNDD	4.0	2	5	0	7	False
chr6	156774020	156778020	ARID1B	0	HighConfNDD	4.0	3	7	0	10	True
chr6	162725775	162729775	PRKN	1	HighConfNDD	4.0	3	6	0	9	False
chr6	166904451	166908451	RPS6KA2	0	HighConfNDD	4.0	0	9	0	9	True
chr6	170304565	170308565	DLL1	0	HighConfNDD	4.0	1	8	0	9	True
chr7	725650	729650	PRKAR1B	1	HighConfNDD	4.0	4	6	0	10	False
chr7	2553694	2557694	BRAT1	6	HighConfNDD	4.0	1	8	0	10	False
chr7	3042228	3046228	CARD11	2	HighConfNDD	4.0	1	6	0	7	False
chr7	5272369	5276369	SLC29A4	3	HighConfNDD	4.0	0	5	0	5	False
chr7	5561902	5565902	ACTB	8	HighConfNDD	4.0	1	9	0	11	False
chr7	6549461	6553461	GRID2IP	8	HighConfNDD	4.0	1	1	0	3	False
chr7	7533873	7537873	COL28A1	0	HighConfNDD	4.0	1	3	0	5	True
chr7	8260687	8264687	ICA1	0	HighConfNDD	4.0	3	4	0	7	True
chr7	8431609	8435609	NXPH1	0	HighConfNDD	4.0	1	8	0	9	True
chr7	15560015	15564015	AGMO	1	HighConfNDD	4.0	1	3	0	4	False
chr7	26150198	26154198	NFE2L3	0	HighConfNDD	4.0	1	11	0	12	True
chr7	32426131	32430131	PDE1C	1	HighConfNDD	4.0	1	0	0	6	False
chr7	48169458	48173458	ABCA13	1	HighConfNDD	4.0	1	2	0	3	False
chr7	50563405	50567405	DDC	1	HighConfNDD	4.0	1	5	0	6	False
chr7	55885456	55889456	ZNF713	7	HighConfNDD	4.0	2	3	0	5	False
chr7	66626881	66630881	KCTD7	7	HighConfNDD	4.0	2	9	0	11	False
chr7	69596296	69600296	AUTS2	0	HighConfNDD	4.0	4	7	0	11	True
chr7	73717672	73721672	STX1A	4	HighConfNDD	4.0	1	9	0	11	False
chr7	74648231	74652231	GTF2I	5	HighConfNDD	4.0	1	6	0	8	False
chr7	79766028	79770028	GNAI1	0	HighConfNDD	4.0	1	3	1	5	True
chr7	82441956	82445956	CACNA2D1	0	HighConfNDD	4.0	2	9	0	11	True
chr7	83160930	83164930	PCLO	0	HighConfNDD	4.0	1	6	0	8	True
chr7	87932143	87936143	ADAM22	1	HighConfNDD	4.0	2	5	0	7	False
chr7	91938840	91942840	AKAP9	0	HighConfNDD	4.0	2	8	0	11	True
chr7	95322532	95326532	PON1	0	HighConfNDD	4.0	1	6	0	7	True
chr7	97003553	97007553	DLX6	0	HighConfNDD	4.0	5	9	0	14	True
chr7	98875933	98879933	TRRAP	3	HighConfNDD	4.0	1	8	0	9	False
chr7	99142108	99146108	SMURF1	2	HighConfNDD	4.0	1	9	0	10	False
chr7	99974042	99978042	AZGP1	5	HighConfNDD	4.0	1	4	0	5	False
chr7	100117841	100121841	TAF6	7	HighConfNDD	4.0	4	4	0	10	False
chr7	100692250	100696250	GIGYF1	5	HighConfNDD	4.0	2	10	0	13	False
chr7	100894974	100898974	ACHE	3	HighConfNDD	4.0	2	9	0	11	False
chr7	100967565	100971565	MUC12	4	HighConfNDD	4.0	2	5	0	7	False
chr7	101125104	101129104	SERPINE1	3	HighConfNDD	4.0	1	10	0	11	False
chr7	101813904	101817904	CUX1	0	HighConfNDD	4.0	2	11	0	13	True
chr7	103987658	103991658	RELN	0	HighConfNDD	4.0	2	8	0	11	True
chr7	104938943	104942943	KMT2E	3	HighConfNDD	4.0	0	10	0	10	False
chr7	106863278	106867278	PIK3CG	0	HighConfNDD	4.0	1	9	0	10	True
chr7	108001213	108005213	LAMB1	1	HighConfNDD	4.0	2	10	0	12	False
chr7	108454717	108458717	NRCAM	0	HighConfNDD	4.0	2	8	0	10	True
chr7	111560517	111564517	IMMP2L	1	HighConfNDD	4.0	2	9	0	11	False
chr7	112204407	112208407	DOCK4	1	HighConfNDD	4.0	3	6	0	9	False
chr7	113085778	113089778	GPR85	0	HighConfNDD	4.0	4	7	0	11	True
chr7	114084327	114088327	FOXP2	0	HighConfNDD	4.0	1	12	0	13	True
chr7	116670196	116674196	MET	0	HighConfNDD	4.0	1	9	0	10	True
chr7	116951238	116955238	ST7	0	HighConfNDD	4.0	7	4	0	11	True
chr7	117872139	117876139	CTTNBP2	0	HighConfNDD	4.0	1	7	0	8	True
chr7	120271175	120275175	KCND2	0	HighConfNDD	4.0	1	10	0	12	True
chr7	122884759	122888759	CADPS2	0	HighConfNDD	4.0	3	8	0	11	True
chr7	123555904	123559904	NDUFA5	1	HighConfNDD	4.0	2	3	0	7	False
chr7	124763792	124767792	GPR37	1	HighConfNDD	4.0	1	8	0	9	False
chr7	124927983	124931983	POT1	2	HighConfNDD	4.0	2	5	0	8	False
chr7	127650194	127654194	SND1	2	HighConfNDD	4.0	2	8	0	11	False
chr7	128030107	128034107	LRRC4	0	HighConfNDD	4.0	1	10	0	11	True
chr7	128239278	128243278	LEP	1	HighConfNDD	4.0	1	4	0	5	False
chr7	129950960	129954960	UBE2H	2	HighConfNDD	4.0	4	6	0	10	False
chr7	130440433	130444433	CEP41	2	HighConfNDD	4.0	3	5	0	8	False
chr7	132646688	132650688	PLXNA4	0	HighConfNDD	4.0	0	0	1	3	True
chr7	139228356	139232356	UBN2	1	HighConfNDD	4.0	1	6	0	7	False
chr7	140922929	140926929	BRAF	1	HighConfNDD	4.0	2	8	0	10	False
chr7	143406856	143410856	EPHA1	1	HighConfNDD	4.0	2	9	0	11	False
chr7	146114002	146118002	CNTNAP2	0	HighConfNDD	4.0	1	6	0	9	True
chr7	152434644	152438644	KMT2C	0	HighConfNDD	4.0	5	7	0	12	True
chr7	153746133	153750133	DPP6	1	HighConfNDD	4.0	1	1	0	3	False
chr7	155456129	155460129	EN2	0	HighConfNDD	4.0	3	11	0	14	True
chr7	157136926	157140926	UBE3C	3	HighConfNDD	4.0	2	8	0	11	False
chr8	735628	739628	DLGAP2	0	HighConfNDD	4.0	2	8	0	11	True
chr8	1753778	1757778	CLN8	4	HighConfNDD	4.0	0	11	0	11	False
chr8	1821926	1825926	ARHGEF10	0	HighConfNDD	4.0	1	9	0	10	True
chr8	4992972	4996972	CSMD1	0	HighConfNDD	4.0	2	8	0	10	True
chr8	6404592	6408592	MCPH1	3	HighConfNDD	4.0	2	4	0	7	False
chr8	16565490	16569490	MSR1	0	HighConfNDD	4.0	0	4	0	4	True
chr8	17920842	17924842	PCM1	0	HighConfNDD	4.0	3	7	0	11	True
chr8	19082730	19086730	PSD3	1	HighConfNDD	4.0	0	5	0	5	False
chr8	22691480	22695480	EGR3	0	HighConfNDD	4.0	5	8	0	13	True
chr8	22985417	22989417	RHOBTB2	3	HighConfNDD	4.0	1	9	0	10	False
chr8	26512031	26516031	DPYSL2	0	HighConfNDD	4.0	1	10	0	11	True
chr8	29261124	29265124	KIF13B	3	HighConfNDD	4.0	1	7	0	8	False
chr8	38223218	38227218	DDHD2	3	HighConfNDD	4.0	0	3	1	4	False
chr8	38466834	38470834	FGFR1	2	HighConfNDD	4.0	3	5	0	9	False
chr8	42049994	42053994	KAT6A	2	HighConfNDD	4.0	1	9	0	10	False
chr8	42695366	42699366	CHRNB3	1	HighConfNDD	4.0	1	5	0	6	False
chr8	47958178	47962178	PRKDC	3	HighConfNDD	4.0	3	8	0	11	False
chr8	47958185	47962185	MCM4	3	HighConfNDD	4.0	3	8	0	11	False
chr8	60514936	60518936	RAB2A	2	HighConfNDD	4.0	3	8	0	11	False
chr8	60676740	60680740	CHD7	0	HighConfNDD	4.0	1	7	0	8	True
chr8	81278536	81282536	FABP5	0	HighConfNDD	4.0	3	7	0	10	True
chr8	86741675	86745675	CNGB3	1	HighConfNDD	4.0	1	4	0	5	False
chr8	92101385	92105385	RUNX1T1	0	HighConfNDD	4.0	1	13	0	14	True
chr8	96491813	96495813	SDC2	1	HighConfNDD	4.0	2	7	0	9	False
chr8	99011266	99015266	VPS13B	3	HighConfNDD	4.0	5	7	0	12	False
chr8	102410759	102414759	UBR5	3	HighConfNDD	4.0	2	8	0	10	False
chr8	118109826	118113826	EXT1	1	HighConfNDD	4.0	1	11	0	12	False
chr8	123039968	123043968	TBC1D31	2	HighConfNDD	4.0	2	7	0	9	False
chr8	131902093	131906093	EFR3A	1	HighConfNDD	4.0	1	9	0	10	False
chr8	132479095	132483095	KCNQ3	0	HighConfNDD	4.0	3	7	0	10	True
chr8	140456579	140460579	TRAPPC9	3	HighConfNDD	4.0	3	8	0	11	False
chr8	140633633	140637633	AGO2	0	HighConfNDD	4.0	2	11	0	13	True
chr8	142877846	142881846	CYP11B1	0	HighConfNDD	4.0	1	4	0	5	True
chr8	143876467	143880467	EPPK1	0	HighConfNDD	4.0	1	12	0	13	True
chr8	144796876	144800876	ZNF517	4	HighConfNDD	4.0	1	10	0	12	False
chr9	212854	216854	DOCK8	2	HighConfNDD	4.0	2	8	0	10	False
chr9	468291	472291	KANK1	2	HighConfNDD	4.0	3	7	0	10	False
chr9	1978290	1982290	SMARCA2	0	HighConfNDD	4.0	0	9	0	9	True
chr9	3524004	3528004	RFX3	0	HighConfNDD	4.0	3	9	0	12	True
chr9	4488468	4492468	SLC1A1	3	HighConfNDD	4.0	1	5	0	6	False
chr9	5888889	5892889	MLANA	1	HighConfNDD	4.0	1	4	0	5	False
chr9	6718863	6722863	KDM4C	11	HighConfNDD	4.0	0	2	0	2	False
chr9	10611002	10615002	PTPRD	0	HighConfNDD	4.0	3	8	0	11	True
chr9	14396983	14400983	NFIB	0	HighConfNDD	4.0	0	7	0	7	True
chr9	19787037	19791037	SLC24A2	1	HighConfNDD	4.0	1	5	0	6	False
chr9	23824337	23828337	ELAVL2	0	HighConfNDD	4.0	1	7	0	8	True
chr9	27107141	27111141	TEK	1	HighConfNDD	4.0	2	5	0	7	False
chr9	35094619	35098619	PIGO	5	HighConfNDD	4.0	2	6	0	8	False
chr9	36167388	36171388	CCIN	3	HighConfNDD	4.0	0	4	0	5	False
chr9	36485548	36489548	RNF38	0	HighConfNDD	4.0	0	13	0	13	True
chr9	37032268	37036268	PAX5	0	HighConfNDD	4.0	2	11	0	13	True
chr9	39286315	39290315	CNTNAP3	1	HighConfNDD	4.0	1	0	0	1	False
chr9	72112595	72116595	GDA	5	HighConfNDD	4.0	1	3	0	4	False
chr9	73149865	73153865	ANXA1	1	HighConfNDD	4.0	1	6	0	7	False
chr9	74495335	74499335	RORB	0	HighConfNDD	4.0	3	7	0	10	True
chr9	76904114	76908114	PRUNE2	0	HighConfNDD	4.0	2	8	0	10	True
chr9	83978631	83982631	HNRNPK	1	HighConfNDD	4.0	2	9	0	11	False
chr9	93574584	93578584	PHF2	0	HighConfNDD	4.0	2	13	0	15	True
chr9	98706935	98710935	GABBR2	0	HighConfNDD	4.0	1	9	0	12	True
chr9	102993311	102997311	CYLC2	0	HighConfNDD	4.0	0	1	1	1	True
chr9	106861166	106865166	ZNF462	0	HighConfNDD	4.0	2	11	0	13	True
chr9	109165249	109169249	FRRS1L	1	HighConfNDD	4.0	1	8	0	10	False
chr9	111482745	111486745	ECPAS	2	HighConfNDD	4.0	2	8	0	11	False
chr9	117413070	117417070	ASTN2	0	HighConfNDD	4.0	1	8	1	9	True
chr9	123999670	124003670	LHX2	0	HighConfNDD	4.0	0	9	0	9	True
chr9	126611928	126615928	LMX1B	0	HighConfNDD	4.0	2	12	0	14	True
chr9	127577370	127581370	STXBP1	7	HighConfNDD	4.0	1	6	0	7	False
chr9	128189655	128193655	DNM1	4	HighConfNDD	4.0	4	7	0	11	False
chr9	128338527	128342527	SLC27A4	5	HighConfNDD	4.0	3	7	0	11	False
chr9	128550558	128554558	SPTAN1	0	HighConfNDD	4.0	1	13	0	14	True
chr9	128681424	128685424	SET	6	HighConfNDD	4.0	4	6	0	10	False
chr9	131500789	131504789	POMT1	3	HighConfNDD	4.0	3	6	0	9	False
chr9	132944874	132948874	TSC1	1	HighConfNDD	4.0	3	6	0	9	False
chr9	135700185	135704185	KCNT1	0	HighConfNDD	4.0	1	9	0	11	True
chr9	136544048	136548048	NOTCH1	0	HighConfNDD	4.0	2	11	0	13	True
chr9	137136346	137140346	GRIN1	1	HighConfNDD	4.0	2	10	0	12	False
chr9	137548402	137552402	PNPLA7	4	HighConfNDD	4.0	2	10	0	12	False
chr9	137616992	137620992	EHMT1	2	HighConfNDD	4.0	2	9	0	12	False
chr9	137875782	137879782	CACNA1B	0	HighConfNDD	4.0	2	8	0	10	True
chrX	622344	626344	SHOX	0	HighConfNDD	4.0	2	2	0	5	True
chrX	1613059	1617059	ASMT	12	HighConfNDD	4.0	1	1	0	2	False
chrX	6226867	6230867	NLGN4X	0	HighConfNDD	4.0	4	3	0	7	True
chrX	9461320	9465320	TBL1X	2	HighConfNDD	4.0	3	9	0	12	False
chrX	10154975	10158975	CLCN4	1	HighConfNDD	4.0	3	8	0	12	False
chrX	11756159	11760159	MSL3	0	HighConfNDD	4.0	7	4	0	11	True
chrX	13732743	13736743	OFD1	0	HighConfNDD	4.0	3	7	0	10	True
chrX	14527298	14531298	GLRA2	1	HighConfNDD	4.0	1	2	1	3	False
chrX	15333554	15337554	PIGA	2	HighConfNDD	4.0	1	6	0	7	False
chrX	16717612	16721612	SYAP1	5	HighConfNDD	4.0	1	5	0	6	False
chrX	18423583	18427583	CDKL5	1	HighConfNDD	4.0	2	8	0	10	False
chrX	20265519	20269519	RPS6KA3	1	HighConfNDD	4.0	5	5	0	11	False
chrX	21370801	21374801	CNKSR2	0	HighConfNDD	4.0	2	2	0	4	True
chrX	22997960	23001960	DDX53	1	HighConfNDD	4.0	2	0	1	3	False
chrX	23332849	23336849	PTCHD1	0	HighConfNDD	4.0	2	7	0	9	True
chrX	25014420	25018420	ARX	0	HighConfNDD	4.0	1	11	0	12	True
chrX	28585446	28589446	IL1RAPL1	0	HighConfNDD	4.0	2	8	0	10	True
chrX	34130314	34134314	FAM47A	0	HighConfNDD	4.0	0	0	0	0	True
chrX	38559542	38563542	TSPAN7	0	HighConfNDD	4.0	1	6	1	7	True
chrX	41083445	41087445	USP9X	0	HighConfNDD	4.0	2	9	0	11	True
chrX	41331348	41335348	DDX3X	0	HighConfNDD	4.0	6	5	0	11	True
chrX	41921554	41925554	CASK	0	HighConfNDD	4.0	3	6	0	10	True
chrX	43652907	43656907	MAOA	1	HighConfNDD	4.0	3	6	0	9	False
chrX	43880450	43884450	MAOB	0	HighConfNDD	4.0	2	4	0	6	True
chrX	44871188	44875188	KDM6A	1	HighConfNDD	4.0	3	9	0	12	False
chrX	47215860	47219860	CDK16	0	HighConfNDD	4.0	2	9	0	11	True
chrX	47617857	47621857	SYN1	0	HighConfNDD	4.0	1	6	0	8	True
chrX	48909958	48913958	SLC35A2	1	HighConfNDD	4.0	3	10	0	13	False
chrX	49099170	49103170	WDR45	4	HighConfNDD	4.0	2	7	0	10	False
chrX	49231371	49235371	CACNA1F	3	HighConfNDD	4.0	2	5	0	7	False
chrX	53223422	53227422	KDM5C	0	HighConfNDD	4.0	4	7	0	11	True
chrX	53319350	53323350	IQSEC2	0	HighConfNDD	4.0	2	7	0	9	True
chrX	54356642	54360642	WNK3	0	HighConfNDD	4.0	1	5	0	6	True
chrX	63807274	63811274	ARHGEF9	1	HighConfNDD	4.0	0	1	0	3	False
chrX	66038125	66042125	VSIG4	0	HighConfNDD	4.0	1	1	0	2	True
chrX	67542021	67546021	AR	0	HighConfNDD	4.0	3	4	0	7	True
chrX	68431913	68435913	OPHN1	1	HighConfNDD	4.0	4	2	0	7	False
chrX	70442835	70446835	DLG3	1	HighConfNDD	4.0	1	9	0	10	False
chrX	70929125	70933125	SLC7A3	1	HighConfNDD	4.0	1	2	0	3	False
chrX	71142821	71146821	NLGN3	2	HighConfNDD	4.0	1	7	0	8	False
